2021 Suburbs and Localities (SAL) Code,2021 Suburbs and Localities (SAL) Name,Usual Resident Population,Score,State,Rank
22566,Trafalgar East,401,981,VIC,1043
22567,Trafalgar South,305,1028,VIC,1897
22568,Tragowel,83,1015,VIC,1672
22569,Traralgon,26907,937,VIC,414
22570,Traralgon East,1780,984,VIC,1072
22571,Traralgon South,553,993,VIC,1262
22572,Travancore,2116,1128,VIC,2740
22573,Trawalla,140,966,VIC,838
22574,Trawool,90,1083,VIC,2548
22575,Traynors Lagoon,22,1073,VIC,2476
22576,Tremont,69,1138,VIC,2757
22577,Trentham,1382,1083,VIC,2549
22578,Trentham East,181,1099,VIC,2656
22579,Tresco,162,935,VIC,396
22580,Tresco West,153,935,VIC,398
22581,Trida,87,1019,VIC,1748
22582,Truganina,36305,1027,VIC,1869
22583,Tubbut,13,943,VIC,487
22584,Tuerong,357,1079,VIC,2513
22585,Tulkara,9,972,VIC,940
22586,Tullamarine,6733,942,VIC,477
22587,Tungamah,449,820,VIC,5
22588,Turoar,8,1094,VIC,2624
22589,Turriff,30,999,VIC,1375
22590,Turriff East,7,1063,VIC,2375
22591,Turtons Creek,33,985,VIC,1099
22592,Tutye,21,1092,VIC,2609
22593,Tyaak,85,961,VIC,755
22594,Tyabb,3449,977,VIC,999
22595,Tyenna,4,1063,VIC,2376
22596,Tyers,893,961,VIC,758
22597,Tylden,645,1021,VIC,1763
22598,Tynong,523,956,VIC,667
22599,Tynong North,440,1014,VIC,1657
22600,Tyntynder,157,924,VIC,299
22601,Tyntynder South,250,919,VIC,256
22602,Tyrendarra,198,1036,VIC,2022
22603,Tyrendarra East,19,1012,VIC,1610
22604,Tyrrell,16,1063,VIC,2377
22605,Tyrrell Downs,9,1063,VIC,2378
22606,Ullina,25,999,VIC,1361
22607,Ullswater,47,1070,VIC,2427
22608,Ultima,173,1019,VIC,1728
22610,Ulupna,17,944,VIC,508
22611,Undera,450,940,VIC,448
22612,Underbool,215,974,VIC,965
22613,Upotipotpon,56,1038,VIC,2050
22614,Upper Ferntree Gully,3417,1033,VIC,1993
22615,Upper Gundowring,120,1027,VIC,1859
22616,Upper Lurg,107,1031,VIC,1945
22617,Upper Plenty,415,997,VIC,1330
22618,Upper Ryans Creek,40,1031,VIC,1946
22619,Upton Hill,29,1093,VIC,2612
22620,Upwey,6818,1052,VIC,2226
22621,Valencia Creek,187,922,VIC,286
22622,Vasey,45,1111,VIC,2697
22623,Vaughan,55,1044,VIC,2121
22624,Vectis,184,979,VIC,1014
22625,Ventnor,982,1033,VIC,1965
22626,Venus Bay,904,1008,VIC,1550
22627,Vermont,10993,1084,VIC,2561
22628,Vermont South,11954,1074,VIC,2479
22629,Vervale,44,950,VIC,579
22630,Vesper,50,933,VIC,377
22631,Victoria Point,16,1069,VIC,2416
22632,Victoria Valley,65,1069,VIC,2417
22633,Viewbank,7030,1079,VIC,2514
22634,Vinifera,163,940,VIC,454
22635,Violet Town,936,932,VIC,370
22636,Vite Vite,37,1030,VIC,1931
22637,Vite Vite North,32,1030,VIC,1932
22638,W Tree,47,961,VIC,743
22639,Waaia,420,906,VIC,180
22640,Waanyarra,57,935,VIC,391
22643,Waggarandall,52,1006,VIC,1501
22644,Wahgunyah,1061,917,VIC,246
22645,Wahring,88,1005,VIC,1476
22646,Wail,44,1032,VIC,1961
22647,Wairewa,67,1027,VIC,1881
22648,Waitchie,43,1019,VIC,1729
22649,Wal Wal,37,985,VIC,1116
22650,Waldara,677,1031,VIC,1942
22651,Walhalla,35,941,VIC,462
22653,Walkerville,130,1119,VIC,2714
22654,Walkerville North,5,1119,VIC,2715
22655,Walkerville South,13,1119,VIC,2716
22656,Wallace,227,960,VIC,731
22657,Wallacedale,94,957,VIC,689
22659,Wallaloo,11,1073,VIC,2477
22660,Wallaloo East,12,963,VIC,789
22661,Wallan,15004,945,VIC,530
22662,Wallinduc,42,1037,VIC,2029
22663,Wallington,1515,1046,VIC,2147
22664,Wallup,28,1027,VIC,1868
22665,Walmer,262,964,VIC,814
22666,Walpa,157,938,VIC,424
22667,Walpeup,171,998,VIC,1345
22668,Walwa,191,997,VIC,1336
22669,Wandana Heights,2195,1093,VIC,2614
22670,Wandella,67,947,VIC,541
22671,Wandiligong,522,1054,VIC,2261
22672,Wandin East,408,987,VIC,1140
22673,Wandin North,3132,976,VIC,985
22674,Wando Bridge,41,1051,VIC,2208
22675,Wando Vale,96,1051,VIC,2209
22676,Wandong,1477,956,VIC,683
22678,Wangandary,217,1017,VIC,1701
22679,Wangarabell,8,1055,VIC,2282
22680,Wangaratta,19214,938,VIC,422
22681,Wangaratta South,550,968,VIC,873
22682,Wangie,11,1030,VIC,1927
22683,Wangoom,237,961,VIC,745
22684,Wannon,124,1017,VIC,1691
22685,Wantirna,14237,1045,VIC,2131
22686,Wantirna South,20754,1053,VIC,2248
22687,Waranga Shores,314,931,VIC,358
22688,Waratah Bay,48,1119,VIC,2717
22689,Warburton,2020,991,VIC,1211
22690,Wareek,72,914,VIC,227
22691,Wargan,53,956,VIC,675
22692,Warmur,31,1052,VIC,2240
22693,Warncoort,146,1077,VIC,2498
22694,Warne,13,1030,VIC,1928
22695,Warneet,565,898,VIC,152
22696,Warrabkook,42,1041,VIC,2069
22697,Warracknabeal,2359,911,VIC,212
22698,Warragul,19856,977,VIC,997
22699,Warragul South,280,1055,VIC,2278
22700,Warragul West,33,987,VIC,1138
22701,Warrak,68,1008,VIC,1538
22702,Warrandyte,5541,1103,VIC,2672
22703,Warrandyte South,671,1080,VIC,2532
22704,Warranwood,4820,1076,VIC,2495
22705,Warrayure,50,1071,VIC,2448
22706,Warrenbayne,144,1037,VIC,2041
22707,Warrenheip,721,953,VIC,640
22708,Warrenmang,16,993,VIC,1247
22709,Warrion,204,937,VIC,416
22710,Warrnambool,31308,959,VIC,720
22711,Warrock,46,1051,VIC,2210
22712,Warrong,77,1064,VIC,2380
22713,Wartook,88,1046,VIC,2149
22714,Watchem,124,1052,VIC,2241
22715,Watchem West,29,1028,VIC,1896
22716,Watchupga,43,1033,VIC,1981
22717,Waterford Park,217,888,VIC,97
22718,Waterholes,12,951,VIC,606
22719,Waterloo,122,964,VIC,812
22720,Waterways,2422,1092,VIC,2601
22721,Watsonia,5352,1043,VIC,2106
22722,Watsonia North,3799,1038,VIC,2054
22723,Watsons Creek,58,1076,VIC,2492
22724,Wattle Bank,250,979,VIC,1017
22726,Wattle Flat,104,996,VIC,1321
22727,Wattle Glen,1911,1030,VIC,1937
22728,Wattle Hill,11,1027,VIC,1854
22729,Waubra,308,936,VIC,410
22730,Waurn Ponds,4956,1045,VIC,2130
22731,Waygara,20,1027,VIC,1882
22732,Weatherboard,52,1012,VIC,1615
22733,Wedderburn,951,862,VIC,33
22734,Wedderburn Junction,20,994,VIC,1283
22735,Wee Wee Rup,31,992,VIC,1244
22736,Weeaproinah,15,989,VIC,1174
22737,Weering,62,1017,VIC,1698
22738,Weerite,121,1042,VIC,2097
22739,Wehla,41,1012,VIC,1624
22740,Weir Views,4348,949,VIC,564
22741,Wellsford,144,972,VIC,926
22742,Welshmans Reef,210,969,VIC,891
22743,Welshpool,361,912,VIC,218
22744,Wemen,128,911,VIC,211
22745,Wendouree,10376,860,VIC,29
22746,Wensleydale,95,1049,VIC,2180
22748,Werneth,66,1029,VIC,1900
22749,Werona,43,1058,VIC,2311
22750,Werribee,50027,951,VIC,600
22751,Werribee South,2392,986,VIC,1124
22752,Werrimull,97,956,VIC,676
22753,Wesburn,1052,915,VIC,237
22754,West Bendigo,378,894,VIC,126
22755,West Creek,113,980,VIC,1019
22756,West Footscray,11729,1078,VIC,2508
22757,West Melbourne,8025,1150,VIC,2785
22758,West Wodonga,14794,920,VIC,267
22759,Westbury,163,968,VIC,872
22760,Westby,27,947,VIC,549
22761,Westmeadows,6502,944,VIC,509
22762,Westmere,62,1051,VIC,2221
22763,Whanregarwen,130,1013,VIC,1648
22764,Wharparilla,483,953,VIC,632
22765,Wheatsheaf,252,1012,VIC,1625
22766,Wheelers Hill,20652,1077,VIC,2497
22767,Whipstick,18,931,VIC,351
22768,Whirily,25,1052,VIC,2242
22769,White Hills,3620,958,VIC,704
22770,Whiteheads Creek,347,994,VIC,1279
22771,Whitelaw,30,998,VIC,1352
22772,Whitfield,220,1051,VIC,2224
22773,Whitlands,37,1051,VIC,2225
22774,Whittington,3990,843,VIC,12
22775,Whittlesea,6117,952,VIC,620
22776,Whoorel,25,1077,VIC,2499
22777,Whorouly,383,970,VIC,893
22778,Whorouly East,92,1005,VIC,1479
22779,Whorouly South,64,1005,VIC,1480
22780,Whroo,45,952,VIC,631
22781,Wickliffe,123,1108,VIC,2686
22782,Wilby,192,943,VIC,500
22783,Wild Dog Valley,78,1019,VIC,1750
22784,Wildwood,244,974,VIC,974
22785,Wilkur,28,1052,VIC,2243
22786,Willangie,35,1033,VIC,1982
22787,Willatook,53,1064,VIC,2381
22788,Willaura,439,946,VIC,533
22789,Willaura North,33,1105,VIC,2679
22790,Willenabrina,17,972,VIC,920
22791,Williams Landing,9448,1079,VIC,2517
22792,Williamstown,14407,1119,VIC,2718
22793,Williamstown North,1622,1060,VIC,2322
22794,Willow Grove,654,982,VIC,1053
22795,Willowmavin,241,1018,VIC,1712
22796,Willowvale,10,1037,VIC,2030
22797,Willung,77,947,VIC,545
22798,Willung South,146,966,VIC,855
22799,Wilsons Hill,88,931,VIC,356
22800,Wilsons Promontory,16,1119,VIC,2720
22801,Wimbledon Heights,421,912,VIC,216
22802,Winchelsea,2456,964,VIC,815
22803,Winchelsea South,171,1070,VIC,2429
22804,Windermere,96,1012,VIC,1613
22805,Windsor,7273,1144,VIC,2771
22806,Wingan River,4,1055,VIC,2283
22807,Wingeel,26,1026,VIC,1843
22808,Winjallok,18,963,VIC,790
22810,Winnambool,8,1094,VIC,2625
22811,Winnap,14,1024,VIC,1834
22812,Winnindoo,127,981,VIC,1033
22813,Winslow,436,970,VIC,900
22814,Winter Valley,3440,983,VIC,1062
22815,Winton,103,1007,VIC,1512
22816,Winton North,8,1010,VIC,1584
22817,Wirrate,3,961,VIC,749
22818,Wiseleigh,177,965,VIC,823
22819,Wodonga,20259,942,VIC,469
22820,Wollert,24407,1012,VIC,1611
22821,Wombat Creek,26,1027,VIC,1883
22822,Wombelano,49,1075,VIC,2491
22823,Won Wron,196,940,VIC,443
22824,Wonga,44,985,VIC,1097
22825,Wonga Park,3843,1053,VIC,2250
22826,Wongarra,47,1033,VIC,1974
22829,Wonthaggi,5215,894,VIC,122
22830,Wonwondah,114,1046,VIC,2150
22831,Wonyip,39,972,VIC,930
22832,Wood Wood,91,941,VIC,468
22833,Woodend,6732,1077,VIC,2501
22834,Woodend North,315,1049,VIC,2183
22835,Woodfield,62,985,VIC,1110
22836,Woodford,436,1019,VIC,1723
22837,Woodglen,52,942,VIC,476
22838,Woodhouse,34,1146,VIC,2780
22839,Woodleigh,126,955,VIC,663
22840,Woods Point,33,953,VIC,646
22841,Woodside,374,932,VIC,368
22842,Woodside Beach,114,932,VIC,369
22843,Woodstock,150,1013,VIC,1638
22844,Woodstock On Loddon,36,965,VIC,830
22845,Woodstock West,45,965,VIC,831
22846,Woodvale,556,927,VIC,324
22847,Wool Wool,55,1001,VIC,1421
22848,Woolamai,245,1040,VIC,2060
22850,Woolshed Flat,13,854,VIC,21
22851,Woolsthorpe,364,967,VIC,857
22852,Woomelang,191,953,VIC,639
22853,Wooragee,342,1050,VIC,2199
22854,Woorarra East,43,1010,VIC,1571
22855,Woorarra West,48,985,VIC,1100
22856,Wooreen,91,1013,VIC,1646
22857,Woori Yallock,2964,925,VIC,312
22858,Woorinen,262,926,VIC,317
22859,Woorinen North,94,940,VIC,452
22860,Woorinen South,404,868,VIC,43
22861,Woorndoo,160,1094,VIC,2627
22862,Wooroonook,26,1032,VIC,1955
22863,Woosang,12,854,VIC,22
22864,Wootong Vale,32,1092,VIC,2596
22869,Wuk Wuk,86,953,VIC,637
22870,Wulgulmerang,18,943,VIC,492
22871,Wulgulmerang East,12,943,VIC,493
22873,Wunghnu,326,868,VIC,44
22874,Wurdiboluc,147,1021,VIC,1789
22875,Wurruk,1177,926,VIC,314
22876,Wy Yung,1940,959,VIC,723
22877,Wycheproof,610,923,VIC,288
22878,Wycheproof South,6,1022,VIC,1802
22879,Wychitella,29,854,VIC,23
22880,Wychitella North,18,1066,VIC,2401
22881,Wye River,67,1033,VIC,1975
22882,Wyelangta,40,989,VIC,1170
22883,Wyndham Vale,20518,965,VIC,824
22884,Wyuna,278,1028,VIC,1898
22885,Wyuna East,106,1028,VIC,1899
22886,Yaapeet,75,1025,VIC,1837
22887,Yabba North,104,1006,VIC,1505
22888,Yabba South,32,1006,VIC,1502
22889,Yackandandah,2008,1060,VIC,2321
22890,Yalca,222,1022,VIC,1806
22891,Yalla-Y-Poora,13,1122,VIC,2728
22892,Yallambie,4161,1082,VIC,2545
22893,Yallourn,143,849,VIC,18
22894,Yallourn North,1511,859,VIC,27
22896,Yambuk,284,944,VIC,517
22897,Yambuna,109,984,VIC,1071
22898,Yan Yean,246,1002,VIC,1430
22899,Yanac,69,1047,VIC,2162
22900,Yanakie,283,1014,VIC,1653
22901,Yando,45,1066,VIC,2402
22902,Yandoit,181,1013,VIC,1633
22903,Yandoit Hills,44,1057,VIC,2298
22904,Yangery,113,927,VIC,322
22906,Yannathan,272,958,VIC,707
22907,Yapeen,272,1033,VIC,1992
22908,Yarck,194,1005,VIC,1486
22909,Yarpturk,63,927,VIC,323
22910,Yarra Glen,3012,994,VIC,1266
22911,Yarra Junction,2875,924,VIC,297
22912,Yarraberb,17,1093,VIC,2618
22913,Yarragon,1893,944,VIC,513
22914,Yarragon South,204,1057,VIC,2293
22915,Yarram,2136,897,VIC,141
22916,Yarrambat,1602,1030,VIC,1940
22917,Yarraville,15636,1116,VIC,2706
22918,Yarrawalla,78,1054,VIC,2270
22919,Yarrawonga,8661,921,VIC,273
22920,Yarrawonga South,15,943,VIC,501
22921,Yarroweyah,551,906,VIC,182
22922,Yatchaw,35,1060,VIC,2320
22923,Yawong Hills,5,1037,VIC,2035
22924,Yea,1789,951,VIC,590
22925,Yellingbo,582,1003,VIC,1438
22926,Yelta,325,956,VIC,672
22927,Yendon,320,977,VIC,1004
22928,Yeo,124,974,VIC,970
22929,Yeodene,107,1034,VIC,2000
22930,Yering,138,1033,VIC,1994
22931,Yeungroon,34,1037,VIC,2036
22932,Yeungroon East,11,1037,VIC,2037
22933,Yielima,93,1022,VIC,1807
22934,Yinnar,1021,945,VIC,524
22935,Yinnar South,675,967,VIC,858
22937,Youanmite,56,1006,VIC,1503
22938,Youarang,34,991,VIC,1202
22939,Yulecart,128,1017,VIC,1692
22940,Yundool,52,1006,VIC,1504
22941,Yuroke,123,985,VIC,1089
22942,Yuulong,49,989,VIC,1175
22943,Zeerust,147,1001,VIC,1415
30001,Abbeywood,38,932,QLD,1248
30002,Abbotsford (Qld),20,894,QLD,655
30003,Abercorn,41,1026,QLD,2661
30004,Abergowrie,305,966,QLD,1858
30005,Abingdon Downs,17,973,QLD,1989
30006,Abington (Qld),60,852,QLD,214
30007,Acacia Ridge,7486,907,QLD,828
30008,Acland,3,949,QLD,1567
30009,Adare,1027,887,QLD,545
30010,Adavale,72,1068,QLD,2886
30011,Adelaide Park,449,954,QLD,1650
30012,Advancetown,528,975,QLD,2005
30013,Aeroglen,405,1007,QLD,2431
30014,Agnes Water,2729,919,QLD,1013
30015,Airdmillan,154,927,QLD,1178
30016,Airlie Beach,1312,972,QLD,1962
30017,Airville,308,959,QLD,1720
30018,Aitkenvale,4797,944,QLD,1487
30019,Alabama Hill,103,943,QLD,1460
30020,Albany Creek,16385,1047,QLD,2795
30021,Alberta,36,1038,QLD,2738
30022,Alberton (Qld),547,929,QLD,1198
30023,Albinia,165,1018,QLD,2567
30024,Albion (Brisbane - Qld),3446,1107,QLD,2992
30025,Albion (Richmond - Qld),34,1002,QLD,2382
30026,Alderley,6748,1125,QLD,3033
30027,Aldershot,1311,761,QLD,10
30029,Alexandra (Qld),189,900,QLD,719
30030,Alexandra Headland,4235,1040,QLD,2754
30031,Alexandra Hills,16472,950,QLD,1587
30032,Algester,9020,986,QLD,2169
30033,Alice Creek,50,949,QLD,1575
30034,Alice River,2685,960,QLD,1743
30035,Allan,91,923,QLD,1080
30036,Allandale (Qld),69,925,QLD,1140
30037,Allenstown,2762,930,QLD,1212
30038,Allenview,209,949,QLD,1573
30039,Alligator Creek (Mackay - Qld),897,896,QLD,677
30040,Alligator Creek (Townsville - Qld),1550,997,QLD,2340
30041,Allora,1205,910,QLD,879
30042,Alloway,488,885,QLD,510
30043,Almaden,41,934,QLD,1309
30044,Aloomba,576,946,QLD,1521
30045,Alpha,559,937,QLD,1365
30046,Alsace,11,879,QLD,451
30047,Alton Downs,1324,925,QLD,1131
30048,Alva,214,906,QLD,819
30049,Amamoor,720,911,QLD,895
30050,Amamoor Creek,56,985,QLD,2142
30051,Amaroo (Qld),17,941,QLD,1427
30054,Ambrose,217,835,QLD,131
30055,Amby,49,969,QLD,1900
30056,Amiens,343,878,QLD,428
30057,Amity,453,878,QLD,431
30058,Anakie Siding,155,939,QLD,1409
30059,Andergrove,9924,903,QLD,784
30060,Anderleigh,128,918,QLD,994
30061,Andromache,17,861,QLD,270
30062,Anduramba,84,965,QLD,1823
30063,Annandale (Qld),8376,1032,QLD,2707
30064,Annerley,11891,1111,QLD,3003
30065,Anstead,1522,1118,QLD,3023
30066,Anthony,133,963,QLD,1772
30067,Antigua,126,842,QLD,169
30068,Apple Tree Creek,726,842,QLD,166
30069,Applethorpe,571,913,QLD,920
30071,Araluen (Qld),649,908,QLD,842
30072,Aramac,372,901,QLD,735
30073,Aramara,71,873,QLD,379
30074,Arana Hills,6971,1058,QLD,2854
30075,Aranbanga,15,978,QLD,2044
30076,Aratula (Qld),609,889,QLD,564
30077,Arbouin,4,934,QLD,1304
30078,Arcadia (Qld),246,1022,QLD,2617
30079,Arcadia Valley,141,1020,QLD,2585
30080,Archer River,27,954,QLD,1639
30081,Archerfield,533,922,QLD,1062
30082,Arcturus,130,1018,QLD,2568
30083,Argyll,25,1036,QLD,2730
30084,Armstrong Beach,903,868,QLD,334
30085,Armstrong Creek (Qld),328,1041,QLD,2756
30086,Aroona,3466,978,QLD,2067
30087,Arriga,1323,964,QLD,1799
30088,Arundel,11171,1001,QLD,2365
30089,Ascot (Brisbane - Qld),6531,1125,QLD,3034
30090,Ascot (Toowoomba - Qld),106,1040,QLD,2749
30091,Ashfield (Qld),1152,970,QLD,1928
30092,Ashgrove,13450,1141,QLD,3055
30093,Ashmore,12415,1008,QLD,2438
30094,Ashwell,97,898,QLD,695
30095,Aspley,12871,1045,QLD,2777
30096,Atherton,7724,911,QLD,890
30097,Athol,139,990,QLD,2248
30098,Atkinsons Dam,191,888,QLD,549
30099,Aubigny,283,942,QLD,1447
30100,Auburn (Qld),23,1003,QLD,2398
30101,Auchenflower,6053,1159,QLD,3071
30102,Augathella,393,891,QLD,602
30103,Augustine Heights,6088,1053,QLD,2834
30104,Aurukun,1101,833,QLD,116
30105,Austinville,403,968,QLD,1886
30106,Avenell Heights,5028,861,QLD,267
30107,Avoca (Qld),4912,892,QLD,618
30108,Avoca Vale,20,955,QLD,1669
30109,Avondale (Qld),701,844,QLD,180
30110,Ayr,8603,879,QLD,449
30111,Babinda (Qld),1287,871,QLD,364
30112,Back Plains,104,1011,QLD,2474
30113,Badu Island,704,846,QLD,188
30114,Baffle Creek,155,855,QLD,232
30115,Baffle West,3,1025,QLD,2637
30116,Bahrs Scrub,4508,961,QLD,1753
30117,Bajool,447,884,QLD,506
30118,Bakers Bend,7,1013,QLD,2507
30119,Bakers Creek (Qld),1590,888,QLD,555
30120,Baking Board,114,942,QLD,1445
30121,Balberra,425,888,QLD,556
30122,Balcomba,29,983,QLD,2112
30123,Bald Hills (Qld),7000,969,QLD,1915
30124,Bald Knob,280,1054,QLD,2835
30125,Balgal Beach,998,870,QLD,350
30126,Balgowan (Qld),7,924,QLD,1116
30127,Ball Bay,384,882,QLD,484
30128,Ballandean,316,995,QLD,2314
30129,Ballard,167,956,QLD,1682
30130,Ballaroo,51,1079,QLD,2930
30131,Ballogie,276,824,QLD,89
30132,Balmoral (Qld),4173,1129,QLD,3046
30133,Balmoral Ridge,302,1040,QLD,2748
30134,Balnagowan,438,978,QLD,2065
30135,Bamaga,1186,946,QLD,1498
30136,Bambaroo,146,917,QLD,987
30137,Bamboo,139,962,QLD,1754
30138,Bamboo Creek,88,923,QLD,1098
30139,Ban Ban,25,978,QLD,2045
30140,Ban Ban Springs,31,978,QLD,2046
30141,Banana,348,922,QLD,1074
30142,Bancroft,98,902,QLD,765
30143,Bangalee (Qld),225,950,QLD,1585
30144,Banks Creek,11,972,QLD,1969
30145,Banks Pocket,187,907,QLD,835
30146,Banksia Beach,7180,956,QLD,1685
30147,Bannockburn (Qld),960,949,QLD,1557
30148,Banyo,6105,1014,QLD,2523
30149,Bapaume,123,878,QLD,429
30151,Baralaba,324,922,QLD,1065
30152,Barambah,39,1009,QLD,2448
30153,Barcaldine,1540,962,QLD,1758
30154,Bardon,10153,1167,QLD,3079
30155,Baree,201,790,QLD,21
30156,Barellan Point,1173,996,QLD,2332
30157,Bargara,8883,985,QLD,2141
30158,Bargunyah,35,1079,QLD,2931
30159,Baringa,4604,996,QLD,2319
30160,Barker Creek Flat,61,992,QLD,2290
30161,Barkly (Qld),25,920,QLD,1041
30162,Barlil,46,894,QLD,646
30163,Barlows Hill,834,957,QLD,1696
30165,Barmaryee,925,964,QLD,1795
30166,Barmoya,85,909,QLD,853
30167,Barnard,32,983,QLD,2113
30168,Barney Point,1065,843,QLD,173
30169,Barney View,38,1018,QLD,2574
30170,Baroondah,57,1024,QLD,2631
30171,Barramornie,15,988,QLD,2214
30172,Barratta (Qld),85,899,QLD,707
30173,Barrine,303,1032,QLD,2709
30174,Barringha,61,891,QLD,603
30175,Barringun,17,1050,QLD,2810
30176,Barron,68,999,QLD,2353
30178,Bartle Frere,169,972,QLD,1946
30180,Basalt (Qld),215,980,QLD,2079
30182,Basin Pocket,931,889,QLD,574
30183,Battery Hill,2596,962,QLD,1768
30184,Bauhinia,28,1013,QLD,2517
30185,Bauple,745,790,QLD,24
30187,Bayrick,16,992,QLD,2279
30188,Bayview Heights,4175,994,QLD,2307
30189,Beach Holm,35,956,QLD,1686
30190,Beachmere,4782,900,QLD,731
30191,Beaconsfield (Qld),5899,909,QLD,847
30192,Beatrice,126,985,QLD,2151
30193,Beaudesert,6752,847,QLD,192
30194,Beaver Rock,56,819,QLD,78
30195,Bedourie,150,898,QLD,697
30196,Beebo,50,971,QLD,1935
30197,Beecher,876,932,QLD,1272
30198,Beechmont,848,1018,QLD,2564
30199,Beelbee,18,832,QLD,109
30200,Beelbi Creek,143,880,QLD,460
30201,Beenaam Valley,60,934,QLD,1322
30202,Beenleigh,8425,863,QLD,293
30203,Beerburrum,941,939,QLD,1399
30204,Beeron,34,1009,QLD,2452
30205,Beerwah,7734,928,QLD,1179
30206,Begonia,48,1079,QLD,2932
30207,Beilba,35,1025,QLD,2638
30208,Belcong,38,1012,QLD,2486
30209,Belgian Gardens,2073,1044,QLD,2768
30210,Belivah,515,988,QLD,2202
30211,Bell (Qld),421,902,QLD,773
30212,Bella Creek,50,951,QLD,1608
30213,Bellara,3278,871,QLD,356
30214,Bellbird Park,9191,948,QLD,1542
30215,Bellbowrie,5495,1090,QLD,2957
30216,Bellenden Ker,229,926,QLD,1153
30218,Bellfield (Qld),10,867,QLD,321
30219,Belli Park,724,994,QLD,2306
30220,Bellmere,6588,885,QLD,509
30221,Bells Bridge,226,896,QLD,685
30222,Bells Creek,343,985,QLD,2165
30223,Bellthorpe,108,939,QLD,1405
30224,Belmont (Qld),4498,1063,QLD,2869
30225,Belmunda,6,902,QLD,774
30226,Belvedere,943,919,QLD,1022
30227,Belyando,307,938,QLD,1386
30228,Bemerside,259,948,QLD,1546
30229,Benair,151,1028,QLD,2684
30230,Benaraby,1166,918,QLD,998
30231,Benarkin,61,859,QLD,261
30232,Benarkin North,341,837,QLD,152
30233,Benholme,81,918,QLD,1006
30234,Benobble,29,947,QLD,1538
30235,Benowa,9889,1046,QLD,2781
30236,Bentley Park,8360,926,QLD,1159
30237,Berajondo,112,870,QLD,346
30238,Berat,129,996,QLD,2325
30239,Bergen,85,928,QLD,1190
30240,Berrinba,2615,943,QLD,1452
30241,Berserker,7020,855,QLD,229
30242,Bethania,6333,873,QLD,386
30243,Biarra,270,941,QLD,1418
30244,Biboohra,561,918,QLD,1001
30245,Biddaddaba,171,968,QLD,1885
30246,Biddeston,269,963,QLD,1783
30247,Bidwill (Qld),517,866,QLD,312
30248,Biggenden,788,821,QLD,85
30249,Biggera Waters,9973,985,QLD,2157
30250,Bilinga,1883,1011,QLD,2471
30251,Billa Billa,111,1081,QLD,2938
30252,Biloela,5692,884,QLD,503
30253,Bilyana,190,876,QLD,418
30254,Bindebango,31,1079,QLD,2933
30255,Bingegang,17,879,QLD,452
30256,Bingil Bay,438,938,QLD,1382
30257,Binjour,86,859,QLD,257
30259,Birdsville,110,898,QLD,698
30260,Birkalla,156,861,QLD,281
30261,Birkdale,14816,985,QLD,2156
30262,Birnam (Scenic Rim - Qld),109,968,QLD,1883
30263,Birnam (Toowoomba - Qld),63,1012,QLD,2501
30264,Birtinya,4378,1050,QLD,2820
30265,Black Duck Creek,12,924,QLD,1103
30266,Black Jack,167,947,QLD,1528
30267,Black Mountain (Qld),1560,996,QLD,2331
30268,Black River (Qld),1493,918,QLD,1002
30269,Black Snake,88,1009,QLD,2446
30270,Blackall,1365,895,QLD,665
30271,Blackbull,17,867,QLD,322
30272,Blackbutt (Qld),799,804,QLD,47
30273,Blackbutt North,451,805,QLD,50
30274,Blackbutt South,160,859,QLD,262
30276,Blackrock,319,939,QLD,1404
30277,Blacks Beach,4153,926,QLD,1154
30278,Blacksoil,106,998,QLD,2344
30279,Blackstone,1144,919,QLD,1017
30280,Blackswamp,54,977,QLD,2036
30281,Blackwater,4702,865,QLD,311
30282,Blairmore,8,978,QLD,2047
30283,Blanchview,202,1045,QLD,2778
30284,Blantyre,54,963,QLD,1773
30285,Blaxland (Qld),58,973,QLD,1997
30286,Blenheim,264,914,QLD,947
30287,Bli Bli,10138,968,QLD,1890
30288,Bloomfield,228,906,QLD,822
30289,Bloomsbury,539,885,QLD,514
30290,Blue Mountain,83,894,QLD,634
30291,Blue Mountain Heights,988,1096,QLD,2977
30292,Bluewater,1085,923,QLD,1095
30293,Bluewater Park,1066,934,QLD,1332
30294,Bluff,324,797,QLD,38
30295,Blythdale,47,982,QLD,2103
30296,Boatman,18,1086,QLD,2949
30297,Bogandilla,37,1006,QLD,2423
30298,Bogie,207,910,QLD,881
30299,Bohle,121,933,QLD,1295
30300,Bohle Plains,3989,1012,QLD,2499
30301,Boigu Island,199,810,QLD,52
30302,Bokarina,1935,1039,QLD,2746
30303,Bollier,221,938,QLD,1397
30304,Bollon,174,946,QLD,1500
30306,Bombeeta,147,882,QLD,486
30307,Bon Accord,29,943,QLD,1453
30308,Bondoola,551,901,QLD,739
30309,Bongaree,8162,892,QLD,617
30310,Bongeen,71,1072,QLD,2900
30311,Bonnie Doon (Qld),563,923,QLD,1092
30312,Bonogin,4896,1046,QLD,2782
30313,Bonshaw (Qld),25,971,QLD,1936
30314,Bony Mountain,91,901,QLD,749
30315,Boodua,95,939,QLD,1411
30316,Boogan,138,926,QLD,1160
30317,Booie,1094,932,QLD,1267
30318,Boolboonda,55,814,QLD,57
30319,Boolburra,34,983,QLD,2110
30320,Boompa,89,949,QLD,1558
